" Produto entregue no prazo , em perfeito estado de conservação.",1
 Entrega dentro do prazo. A pulseira é pequena e achava que a caixa era um pouco maior. Mas satisfez. ,1
 Até agora não recebi o produto,0
 Produto entregue sem avarias.,1
" Ótimo, recebi antes do prazo de entrega, super recomendo a loja.",1
" Produto fora do prazo, ainda não foi entregue
",0
 as peças são razoáveis,0
 não recebi,0
 comprei 5 so recebi 3 e empresa nao mi da respostas,0
 Otimo,1
Demora na entrega até o momento não foi entregue o byeblade kit 4 tornado,0
 Produto não é bom pois não faz nenhum efeito na sombrancelhas. Não recomendo,0
 Tudo em ordem! Recomendo.,1
" Tudo certo 
Recomendo ",1
 NA MINHA OPINIÃO RECOMENDO O MEU PRODUTO FOI ENTREGUE ANTES DO PRASO ,1
 O produto ótimo e a entrega antes da data prevista.,1
"Muito boa Estou muito feliz com o produto escolhido por mim,A entrega foi dentro do prazo, o produto veio em perfeita condições...tudo muito lindo,adorei....
",1
Ótimo Obrigada estou satisfeita com a compra chegou bem antes do prazo...,1
 Cancelei a compra dessa lanterna.,0
 Muito bom produto entrega no prazo ,1
 tudo perfeito,1
" Loja séria com seus compromissos, entrega rápida.
Excelente loja para se comprar.",1
" Ótimo !
Obrigado stark, loja recomendadíssima.
",1
 Chegou muito rápido! =D,1
 Comprei o produto como original e veio um compatível. ..,1
 tudo certo recebi o produto,0
" Peço auxílio para resolver esse problema. Não recebi o produto até agora, depois de 2 meses do pedido. Aguardo retorno",0
 Entrega antes do prazo isso é ótimo para a reputação da loja,1
 Fui atendido de maneira cortês e regular. Produto chegou conforme especificado.,1
" Foto diferente do produto, qualidade ruim.",0
" Produto lindo, entrega rápida ",1
 To esperando até agora nunca recebi nenhum relógio eu comprei não recomendado essa loja,0
" As cortinas são lindas e de otima qualidade,porém no anuncio não diz que são brancas e os ilhos são de plástico.Norigem mais gostei muito.",1
"Otimo Deu tudo certo , gostei e recomendo, produto bom e perfeito ",1
Excelente Produto muito bem embalado e muito bonito. Parece ser de boa qualidade.,1
" O produto é excelente, entrega super rápida e os produtos vieram certo.",0
Tudo ok ,1
 ..,0
 bom,1
 Ainda não recebeu nem a capa do tablet nem o hd externo.,0
" Chegou até antes da data prevista!
Parabéns pela rapidez!",1
" Excelente, tanto o produto quanto a entrega! Apresentei minha sobrinha (9 anos) e ela adorou! ",1
recomendado Parabéns pelo comprometimento e entrega rápida!,1
 Parabéns. Chegou bem antes da data prometida. Excelente parceiro. Eu recomendo ,1
Ótima  ,1
" Muito frágil, mas funciona certinho.",1
" Tudo certo com o produto, fiquei muito satisfeita. ",1
 É garantido e de confiança .,1
nota 10 vocês e muito pontual,0
" Devido a uma irresponsabilidade da empresa o produto não chegou em minha residência, estou aguardando mais informações da empresa responsável ! 
Obs: já tem mais de um mês que fiz a compra. ",0
 Produto incrível. Entrega rápida,1
papel parede lindo!,1
 Muito satisfeito,1
" Entrega rápida, o produto perfeito.",1
" Chegou muito antes do prazo.
Ótimo produto.
Recomendo.",1
" Muito satisfeito, recomendo a todos.",1
" O tapete não é de qualidade, muito inferior!!!",0
 Só foi entregue um dos produtos,0
 Loja certa produto bom chegou antes do prazo.,1
"Super recomendo A encomenda chegou antes da hora. Tudo veio conforme as especificações.
Recomendo o vendedor.",1
Sem problemas  A primeira vez que eu comprei via internet e aprovei. Eu não acreditava em compra pela internet hoje eu recomendo ,1
9 Produto de excelente qualidade.Recomendo o produto e a loja.,1
 parabéns pela competência,1
 Superou minhas expectativas pois tinha um prazo longo de entrega e chegou bem antes do esperado. ,1
" Comprei um kit de carrinho e bebê conforto, so foi entregue o carrinho, estou ha 3 dias entrando em contato por e-mail com a lojas lannister e a targaryen, até agora nem um email sequer de retorno.",0
 PENA QUE VEIO FALTANDO UMA PARTE DA MAQUIAGEM.,0
não recebi a mercadoria ,0
"Ótimo  Gostei muito, ótima qualidade. ",1
Excelente Adorei,1
 Recomendo,1
 Veio com a alça do relógio quebrada,1
 Amei o produto é toda a atenção dada durante o processo!! Parabéns a toda equipe.,1
 boa recomendo,1
 Excelente produto ,1
Muito satisfeita! Excelente a chave! Recomendo! ,1
" Não era bem o que eu esperava
",0
" Ótimo produto.
Entrega rápida.
 ",1
 Adorei cortina exatamente com esta no anúncio linda!!!!!,1
" Por enquanto 
O que aconteceu com o meu produto?",0
" Entrega rápida, muito antes do prazo. Produto bem embalado. Recomendo a loja.",1
 NÃO VEIO A NOTA FISCAL,1
" Recebi o produto, só que o mesmo não foi um produto novo, e sim recondicionado acredito que ele não tenha sido testado, quando substituir entrou em curto, então tive que comprar um outro.",0
 Relógio lindo muito bem embalado perfeito,1
 Produto de qualidade.,1
" Muito bonita, acabamento bem feito, tecido simples , porém muito bonito ",1
 Gostei muito dos panos de prato foi o que imaginava ,1
 estou plenamente satisfeita com o produto. Adorei,1
" Boa tarde 
Eu não recebido produto comprado, me informaram que o endereço não estava correto e estava sim. Então peço que cancelem e me reembolsam o mais rápido possível obrigada Denise Aparecida",0
" Sempre comprei no site. É a primeira vez que fui passado para trás. Não recebi um produto Epson, conforme a descrição do produto. Recebi um produto que não é original, uma imitação chinesa. Absurdo...",0
 muito bom,1
 Seguro ,1
Rápido porém não bom Eu recebi o produto no prazo porém já veio ligado e sem faltando a chave para desligar o aparelho,0
" Falta de respeito com o consumidor, um dia antes de fechar o prazo máximo de entrega os status mudaram para ""produto indisponível"", falta de respeito é pouco, não recebi uma ligação ou contato da loja",0
" Produto conforme o anuncio,adorei o tamanho é muito bom,chegou antes do prazo",1
 To esperando a mochila que era para ter sido entregue dia 1 do 8 e ate agora nada e não tive uma resposta ,0
 Recomendo,1
 produto entregue muito antes do prazo estipulado,1
"Capa fragil Nao creio que essa capa vá durar, material mole e de aparência frágil, pelo preço deveria ser melhor",0
  Veio faltando peça ,0
" INFELIZMENTE O ÚNICO PROBLEMA É A ENTREGA SER FEITA PELOS CORREIOS, NÃO COMPARECEM NA DATA DA ENTREGA E AINDA COLOCAM INFORMAÇÕES INCORRETAS!
EX.: NÃO TINHA NINGUÉM NO LOCAL DE ENTREGA!",0
 Só recebi 01 rádio e eficiência um kit com 02,0
" O produto não chegou até mim, quero cancelar e aguardo o estorno.",0
 Demora muito e eles não dão satisfação pelo motivo do atraso,0
 Tenho uma queixa dos correios. Entregaram a encomenda em outro endereço. Sendo que meu endereço estava na caixa. Minha sorte é que quem recebeu me conhecia. Uma total falta de qualidade na emprega. ,0
 Ótima loja,1
"Produto conforme descrito Gostei muito do produto. Ainda não coloquei, mas veio com as cores iguais as da foto.",1
Bom ,1
" Produto chegou no prazo, ótima qualidade !",1
100 Recebi o produto corretamente como havia comprado ,1
 Recebi super rápido.,1
 Entrega rápida e produto chegou de acordo.,1
 Não recebi as botinhas ,0
Perfeito Pertfeito,1
"Bonito, como esperava! Adoramos e coube certinho em nosso sofá ",1
" Após a compra no site, fiz a solicitacao do cancelamento da msm e nao fui atendido. Tentei várias vezes entrar em contato e nao consegui. Agora que o produto chegou quero devolve lo.",0
" Entregou no prazo estipulado , mas poderia adiantar pois muito longo o prazo de entrega",1
" Bom atendimento, fácil para comprar, entrega antes do prazo estabelecido.",1
Ruim Produto veio errado ,0
 Produto chegou rapido,1
" Acho q a empresa poderia colocar a temperatura na especificação do produto, algo como: atinge a temperatura X em tanto tempo, Ou pelo menos, a temperatura máxima atingida, bem como o consumo em KW/h",1
Chegou muito rápido 🤗 Muito bom,1
"Muito bom o quadro,  Gostei muito do produto, perfeito, bonito, preço otimo",1
 Infelizmente meu produto não foi entregue até o presente momento e já entrei em contato duas vezes com lannister.com que não meu deu retorno sobre o que aconteceu com o meu produto.,0
 Gostei e o atendimento ,1
" PRODUTO NÃO ENTREGUE COM MUITO ATRASO E SEM PREVISÃO!!!!!
PRECISO DE UM RETORNO COM URGENCIA.",0
" OLA! BOM DIA .
O PRODUTO FOI COBRADO UM ALTO FRETE E NÃO FOI ENTREGUE NO MEU ENDEREÇO,TIVE QUE RETIRAR NA AGÊNCIA DO CORREIOS ,POIS VCS DEVERIA DEVOLVER O VALOR DO FRETE ,AGUARDO O RETORNO ,
ATT.",1
"Produto errado Comprei o pendrive com USB 3.0 16Gb, porém veio uma versão 2.0. Tentei realizar a troca do mesmo através do site lannister.com, mas não tive êxito até agora.Pode ser problema da targaryen ou lannister",0
" Foi entregue somente um dos transformadores, entregue o de 3500 va e falta o transformafor de 5000va",0
"Produto errado Boa tarde, , único problema é que o produto comprado e faturado em NF era um elefante de pelúcia CINZA de 65 cm e veio um elefante ROSA, 
Confiram por favor.",0
" O produto não foi entregue, segundo os correios endereço incorreto, gostaria que reenviasse o produto novamente por favor! ",0
" Produto péssimo. Com emblema de ponta-cabeça (invertido) e contém avaria. Já fiz contato com a loja através do e-mail e ninguém respondeu. 
Quero meu dinheiro de volta assim como instruções sobre com",0
Nada Só gostaria de saber do meu poturto si vai ser entregue ,0
"muito bom MUITO BOM, CHEGOU BEM RÁPIDO. RELÓGIO ORIGINAL DA CASSIO",1
 Após o produto faturado a loja enviou e-mail que não poderia entregar por falta de estoque. Ao buscar pela compra na internet a loja disponibiliza o produto para venda por um preço superior ,0
" O manual vem todo em inglês , não há como manusear o relógio a contento.
Vou devolver a encomenda para o correio.
Renata...",0
 Estou muito satisfeita chegou antes do prazo super recomendo ,1
"Otima Produto de acordo com a postagem .
Entrega rápida e antes do prazo.",1
 O produto é justamente como mostra a foto. É de ótima de qualidade e chegou bem antes do prazo.,1
"Recomendo Òtimo site, chegou muito rápido, nunca tive problemas.",1
 Produto conforme anúncio.,1
Excelente ,1
 O prazo de entrega era até dia 26/03 e até hoje ainda não recebi o produto e já faz mais de um mês q pedi. Não recomendo ,0
" Tive um contratempo no pedido, mas a Gesieli me ajudou a solucionar o problema em tempo recorde!!!
Muito feliz pelo término bem solucionado",1
" Efetuei a compra, aonde vinham dois fracos do produto. De fato entregaram o pacote e assinei como recebido, porém veio somente um frasco. E o outro? Verdadeiro descaso com o consumidor",0
" O pedido já atrasou 8 dias, e até agora não recebi nenhuma satisfação da parte da loja ( o que eu acho particularmente um absurdo com os clientes).
Dependendo das próximas compras, mudo de opinião. ",0
 produto bom bem embalado ,1
" Produto certinho, o que eu comprei, dentro do prazo e não tive problema algum.",1
"zero vou ao procom liguei para reclamar, foi aberto um protocolo, a lannister ficou de me ligar para dar uma posição e ate o presente momento não recebi nem a explicação e nem o produto
grata pela atenção
",0
"Regular Não gostei. Muito fina. Não é cara, mas por esse preço compro uma melhor.",0
Nota 10 Perfeito recomendo de mais!!,1
muito bom  muito rápido ....,1
Fronha boa Ótima qualidade,1
 nao recebi o produto,0
Produto muito bom Otimo qualidade ,1
Produto não condiz  Produto pequeno demais ,0
 O produto atende as expectativas.,1
" O produto veio de acordo com o descrito no anúncio, exceto pelas 4 presilhas que prendem no banco, elas são muito fracas!! Uma pinscher conseguiu como peso do corpo dela fazer a presilha abrir...",0
 Ponto negativo foi a venda de produto que não possui em estoque. O que frustra o consumidor. ,0
 S´tenho agradecer e continuarei a comprar. Bom quero uma ajuda de vocês. Eu comprei 5 celulares na Mania Virtual.com. Só comprei devido as lojas lannister dizer em seu site que a mesma ´uma parceira.,1
" Dwmorou demais e ficou tendo problemas fiz outras compras no mesmo dia e chegou rapido
",0
" Produto excelente, em ótimo estado e entregue antes do prazo! Ótimo.",1
 Eu comprei 3 unidades do pendente de só veio 1 até agora e ainda não obtive nenhuma resposta até o momento não posso efetuar nenhuma avaliação ,0
" Vendedor muito bom. O produto não posso avaliar, pois irei dar de presente.",1
" Gostei porém achei q a peça menor ficaria encaixada do cel , mas ela solta com muita facilidade !",0
" O material é frágil, mas é de fácil montagem e está cumprindo com o objetivo. Coloquei casacos de inverno e ele segue montado ainda hahaha. ",1
" O poduto é muito bom eu recomendo
É chegou rápido",1
 Parabéns show ,1
" O produto foi entregue em 4 dias, o fornecedor inspira a minha confiança eu o recomendo. ",1
 Não gostei do acabamento do produto,1
 Produtos recebidos foram de acordo com minha expectativa. ,1
" Produto exatamente como anunciado, entrega super rápida.",1
Recomendo Meu filho adorou.,1
"Compromisso Produto foi entregue dentro do prazo, foi possivel realizar o rastreio e acompanhar as etapas. Aparelho veio bem embalado, realizei alguns testes e o funcionamento está ok, produto de qualidade",1
 muito satisfeito nota 10,1
" Lindo relógio, muito delicado.",1
" Recebi na data esperada, porem veio na cor rosa e nao na cor azul como tinha comprado. ",0
" Gostei do produto, é bonito e recebi antes do prazo, recomendo a loja.",1
" Quero o meu dinheiro de volta , não estou conseguindo cancelar ",0
ELOGIO Produto chegou corretamente e no prazo!,1
" Dou parabéns para a entrega 10 dias de antecedência, o prazo era 13 e foi entregue em 3, e recomendo muito o produto, funciona perfeitamente e atendeu minhas necessidades 😁",1
" Quanto ao vendedor nada contra, mais em compensação quanto ao serviço de entrega tive dificuldades em receber pois o carteiro alegou que não encontrou o meu endereço é tive que retirar na AG do correi",1
"O produto é diferent Recebi o produto, porém veio da cor errada.",0
excelente fornecedor Entregue em em boa embalagem e dentro do prazo!,1
Boa Boa ,1
 Comprei o falcon e recebi o homem formiga. ,0
" Produto nao entregue conforme a previsão de entrega. 
Enviado pelos Correios, onde sabemos que o serviço prestado é precário. 
Deveriam reavaliar o tipo de transportadora a enviar. ",0
Entrega rápida Recebi o produto dias depois de o comprar!,1
"Chegou muito rápido! Chegou em 2 dias, foi super rápida a entrega!",1
recomendo tudo ok,1
" Demorou um pouco, mas chegou.",0
 funcionou perfeitamente,0
 Gostei do produto. ,1
super satisfeito com site recomendo o produto muito bom,1
 Chegou muito rápido. Produto excelente.,1
"Ótimo  Produto chegou antes do previsto, mesmo com a greve, ótima qualidade, e fácil de aplicar. Recomendo.",1
"Recomendo!  Linda boneca, minha filha gostou muito! ",1
" Não emitirei opinião, pois é a primeira vez que ocorre tal embaraço.Continuo esperando.Confio.",0
"Mochila emojis Mochila linda reforçada, entrega foi rápida",1
" Perfeito em todos os aspectos.
Muito satisfeita.",1
" Foram compradas duas cadeiras, uma azul e outra verde. Foi entregue apenas a cadeira verde.",0
 Perfeito... chegou muito rapido,1
Recomendo. Apesar da demora na entrega. No mais foi tudo bem.,0
 Demorou muito tempo para chegar depois do pagamento. Eu acho que pode se optimizar melhor o tempo de entrega.,1
" Entrega rápida antes do prazo, recomendo! ",1
 Excelente,1
 Produto entregue como previsto.,1
" Ótimo produto, conforme descrição e entrega antes do prazo. ",1
" O prazo para entrega do produto seria 02/01/2018 
O produto consta ""aguardando nota fiscal "" 
O prazo não foi cumprido e não existe uma nova data para entrega .",0
 a loja entregou outro produto sem previa concordância,0
 Sem opinião ,0
 Chegou muito rápido,1
" Produto não é Funko, semelhante cheio de defeitos.",0
" gostaria de um parecer sobre o meu produto me deram prazo de dois dias uteis e até agora não sei do meu produto ,fiz duas ligações até o momento não fui comunicado até o momento do prazo final 23/3/18",0
 Envio muito rápido. Recomendo.,1
" Na foto do site consta o produto com 120 cápsulas. 
Os potes que recebi tem 60 cápsulas cada.
Respeito com o consumidor não existe.
Péssimo serviço.",0
Super recomendo ,1
" Gostei muito de comprar na loja pois o produto chegou bem antes do prazo, e eu amei um produto de ótima qualidade.",0
 Chegou antes do prazo,1
" Não chega no prazo e é a segunda vez que tenho que resolver esse problema, isso quando não chega com problemas no produto. Mesmo assim recomendo por ser uma empresa que conheço a muito tempo. ",0
 O produto veio com defeito...já solicitei a troca mas não tive retorno..,0
 LEGAL,1
" Eu até o momento não recebi o meu produto, e o status da compra esta como produto entregue e agora quero saber como proceder.",0
Tudo dentro dos conformes ,1
" Não posso culpar a loja, porém é deprimente não receber até o momento a encomenda por culpa dos CORREIOS. ",0
Sim Faltou 1 luminária. Estou aguardando o envio.,0
" Comprei 3 transformadores, paguei 135 reais de frete, pra o produto vim pelos Correios, aí já viu, recebi em casa um comunicado dos correios, pra ir retirar os produtos, aí paguei 3 e recebi 1
",0
 Quero meu dinheiro de volta,0
" No fim o prazo acabou sendo de 30 dias, bem mais do que o anunciado",0
 Tive que buscar a encomenda na agencia dos correios tive despesas não previstas. Não entraram em contato por telefone como os outros sistemas de entregas o fazem.,0
"bom 
recomendo",1
" Muito bom, recebi 10 dias antes do prazo. ",1
 ok,1
 bom pra criança. porém veio com o vidro solto e o ponteiro um pouco mole. mas consegui ajustar certinho e está ok!,0
 Vocês me enviaram faltando 3 cortinas. E agora?,0
 Chegou bem antes do prazo!!,1
 Ótima compra!,1
" Excelente produto, entrega super rápida",1
"Recomendo Apesar do produto estar ok, a caixa estava amaçado e houve um pouco de vazamento de tinta.
Acho que faltou uma etiqueta de frágil.
De resto tudo ok.",1
" Gostei a entrega foi super rápida, só faltou um manual em português que explique como funciona.TIVE QUE VER YOUTUBE COMO FUNCIONA. A qualidade da imagem não é muito boa mais cumpri com o que promete",1
 A entrega foi muito rápida chegou antes do prazo esperado. ,1
  bom produto,1
 Produto muito bom!,1
 Gosteeeeiiiiiiiii,1
 A demora não foi da empresa foi do correio mercadoria de excelente qualidade recomendo,0
 muito bom e rapida entrega,1
Super recomendado ,1
Recomendo Otimo produto e ainda recebi antes do prazo dA entrega,1
 muito bom ,1
" Inicialmente, pedi o cancelamento do pedido devido a falta de atualização com o produto, hoje sei que é erro do APLICATIVO e não do vendedor.",1
"Bom relógio  Estiloso e moderno. Gostei, ótimo custo benefício. ",1
" Ainda estou testando o produto, mas a entrega foi dentro do esperado ",1
05 Não goste da qualidade do produto .Por ser embalado de forma inadequada a tinta soltou .,0
Produto top Gostei muitoa película protege e não prejudica nada na sensibilidade do touch,1
"recebi mas ainda não usei não posso avaliar o produto pois ainda nao usei, mas os prazos foram cumpridos na entrega",1
" Produto confiável muito bom 
",1
 Amo comprar com vcs!,1
 não recebi o item caixas organizadoras,0
 Entrega rápida e pedido entregue conforme solicitado. Recomendo.,1
" Fiquei esperando o produto chegar e nada, mostrava que tava transportando mas nunca saía do mesmo lugar, tive que cancelar a entrega, to esperando pra vê se eu vou ser ressarcido do valor! ",0
Super Recomendo Super recomendo,1
" O produto veio sem nenhum problema, chegou antes do prazo estipulado e é muito simples para montar. Recomendo.",1
 Excelente,1
 Chegou dentro do prazo.,1
 Recomendo,1
 O produto chegou super rápido! Antes do que esperava! Tudo certinho com um brinde! Recomendo mto! ,1
Escelente Indicado entrega no prazo muito bom,1
 Gostei muito. Chegou no prazo informado!!,1
" Muito bom produto. Design,material, acabamento... Lindo",1
recomendo ,1
loja perfeita  ,1
 COMPREI DOIS TONERES E VEIO UM DE CADA VEZ O QUE ASSUSTOU UM POUCO QUANDO CHEGOU APENAS UM NA PRIMEIRA ENTREGA MAS DEU TUDO CERTO NO FINAL CHEGOU O SEGUNDO PERFEITO E LACRADO,1
"ótimo gostei muito , a entrega foi feita antes do prazo muito bom.",1
 Adoro comprar nas lojas lannister! Vcs são excelentes... parabénsss!😘😘,1
" Os produtos são ainda mais bonitos ao vivo, ambos chegaram funciodo, porém, um deles, solicitei LED vermelho e chegou azul e com uma lasca na pulseira, mesmo assim, ficarei com ele. ",1
 Ótima compra. Torneira dentro das expectativas. ,1
 Chegou e está OK.,1
" Chegou antes do previsto. ...site muito bom.
Super recomendo ",1
 Chegou no prazo e corretamente,1
" Ótimo
",1
....... ........,0
"Faltando as peças Ripas Prezados, veio tudo certo e bem rápido. Porém estão faltando as peças Ripas. Com quem eu posso entrar em contato para ser enviado à peça. No aguardo. ",1
" Como sempre prestando um excelente trabalho, e surpreendo cm a rapidez na entrega",1
 Bom,1
 Bom.,0
Meu produto ainda foi ent Não tem como avaliar e nem recomendar a loja sendo que eu ainda não recebi meu produto.,0
Recomendo Produto conforme descrito. Gostei muito do produto. ,1
Otimo Recomendo a parceira ,1
Top Top,1
 Vendedor muito bom ,1
.. ..,1
 Atendeu minhas espectativas,1
 PRODUTO COM AS ESPECIFICAÇÕES DIFERENTES DO ANUNCIADO. 80% ALGODÃO AO INVÉS DE 100% COMO DIZIA NO ANUNCIO,0
" O stark sempre foi muito confiável, porém desta vez recebi o produto sem nenhuma especificação. Não sabemos para até quantos watt's pode ser usado. Propaganda duvidosa.",0
 Excelente vendedor entrega dentro do prazo,1
"Produto trocado Trocaram meu produto, me enviaram o produto de outra pessoa.",0
"Nota 10 Gosto muito de comprar online pela lojas lannister sempre com um atendimento excelente nota 10.saudações. 
",1
" um bom exemplo de loja
todas deveriam ser assim nota10",1
 Gostei cumpriu o que prometeu,1
